ID,Year_Birth,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,total_spent,total_purchases,ROI,Total_Conversions,Conversion_Rate,CPA,Total_Leads,Max_Leads_Source,Total_Purchases,Total_Spent
10642,1989,30279.0,1,0,2012-12-30,13,0.006697923643670462,0.020100502512562814,0.008115942028985508,0.015444015444015444,0.015209125475285171,0.0027624309392265192,1,1,0,3,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,37,4,266.66666666666663,0,0.0,0.0,4,NumStorePurchases,4,0.06832994004374593
2106,1974,20130.0,0,0,2014-03-17,99,0.0,0.03015075376884422,0.0017391304347826085,0.02702702702702703,0.022813688212927757,0.03314917127071823,1,1,0,3,8,0,0,0,0,0,0,3,11,0,True,False,False,False,False,False,False,False,True,False,False,False,False,34,4,266.66666666666663,0,0.0,0.0,4,NumStorePurchases,4,0.11487977071429985
10364,1959,23295.0,0,0,2013-07-13,72,0.0,0.0,0.0005797101449275362,0.007722007722007722,0.045627376425855515,0.013812154696132596,1,1,0,2,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,True,False,False,False,False,False,20,3,266.66666666666663,0,0.0,0.0,3,NumStorePurchases,3,0.06774124898892336
5954,1972,42618.0,1,0,2013-10-09,92,0.050904219691895514,0.07035175879396985,0.04289855072463768,0.0501930501930502,0.019011406844106463,0.027624309392265192,2,5,0,4,8,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,True,False,False,False,False,False,192,9,266.66666666666663,0,0.0,0.0,9,NumWebPurchases,9,0.2609832956399249
1137,1964,81246.0,0,0,2013-12-29,87,0.2665773610180844,0.9547738693467337,0.31130434782608696,0.23552123552123552,0.5931558935361216,0.1022099447513812,1,4,5,7,1,1,0,0,1,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,1379,16,266.66666666666663,2,1.0,1.5,16,NumStorePurchases,16,2.4635426519996435
2541,1976,24027.0,1,0,2013-06-09,7,0.009377093101138647,0.035175879396984924,0.006376811594202898,0.04247104247104247,0.0,0.013812154696132596,2,2,0,3,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,48,5,266.66666666666663,0,0.0,0.0,5,NumStorePurchases,5,0.10721298125950154
1142,1953,55707.0,0,1,2013-12-22,91,0.1393168117883456,0.035175879396984924,0.04753623188405797,0.11583011583011583,0.2509505703422053,0.09668508287292818,2,3,2,9,3,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,428,14,266.66666666666663,0,0.0,0.0,14,NumStorePurchases,14,0.6854946921146379
2276,1955,57959.0,0,1,2013-05-02,71,0.28801071667782985,0.08040201005025126,0.18666666666666668,0.16602316602316602,0.09125475285171103,0.09116022099447513,5,4,7,11,3,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,868,22,266.66666666666663,0,0.0,0.0,22,NumStorePurchases,22,0.9035175332640999
2807,1969,56796.0,0,1,2013-02-16,24,0.4393837910247823,0.19095477386934673,0.09333333333333334,0.23938223938223938,0.17870722433460076,0.1022099447513812,3,8,9,7,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,1001,24,266.66666666666663,0,0.0,0.0,24,NumCatalogPurchases,24,1.2439713066956837
6471,1971,36230.0,1,0,2013-10-17,17,0.009377093101138647,0.010050251256281407,0.017391304347826087,0.03088803088803089,0.0076045627376425855,0.008287292817679558,1,2,0,4,5,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,True,False,False,False,59,6,266.66666666666663,0,0.0,0.0,6,NumStorePurchases,6,0.08359853514859916
6131,1980,70829.0,1,1,2013-12-01,87,0.09444072337575352,0.35175879396984927,0.06144927536231884,0.277992277992278,0.07224334600760456,0.06353591160220995,2,4,2,8,3,0,0,0,0,0,0,3,11,0,True,False,False,False,False,False,False,False,True,False,False,False,False,431,14,266.66666666666663,0,0.0,0.0,14,NumStorePurchases,14,0.9214203283100141
6233,1976,65991.0,0,1,2012-09-07,21,0.3395847287340924,0.09547738693467336,0.2110144927536232,0.09652509652509653,0.17870722433460076,0.024861878453038673,3,9,5,10,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,971,24,266.66666666666663,0,0.0,0.0,24,NumStorePurchases,24,0.9461708077351249
4148,1972,38988.0,1,2,2012-08-20,90,0.10984594775619558,0.12060301507537688,0.05971014492753623,0.04633204633204634,0.011406844106463879,0.11602209944751381,7,5,1,6,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,348,12,266.66666666666663,0,0.0,0.0,12,NumStorePurchases,12,0.4639200976451327
4947,1966,89572.0,0,0,2012-09-15,44,0.40589417280643,0.12060301507537688,0.5646376811594203,0.7606177606177607,0.7376425855513308,0.17679558011049723,1,7,7,9,4,0,1,0,1,0,0,3,11,1,True,False,False,False,False,False,False,False,False,True,False,False,False,2059,23,266.66666666666663,2,1.0,1.5,23,NumStorePurchases,23,2.766190795320816
3225,1984,42207.0,1,0,2013-04-01,71,0.07769591426657736,0.05527638190954774,0.041739130434782605,0.011583011583011584,0.06463878326996197,0.1270718232044199,4,4,1,5,6,1,0,0,0,0,0,3,11,1,False,False,False,True,False,False,False,False,True,False,False,False,False,265,10,266.66666666666663,1,1.0,3.0,10,NumStorePurchases,10,0.3780050446683012
7540,1952,50300.0,0,1,2014-05-25,52,0.09578030810448761,0.07537688442211056,0.034782608695652174,0.09266409266409267,0.08745247148288973,0.013812154696132596,2,2,1,8,2,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,270,11,266.66666666666663,0,0.0,0.0,11,NumStorePurchases,11,0.39986852006536533
10648,1982,66664.0,0,0,2012-09-25,78,0.2665773610180844,0.4824120603015075,0.25913043478260867,0.8494208494208494,0.3650190114068441,0.08839779005524862,1,5,7,6,3,0,0,0,0,0,0,3,11,0,True,False,False,False,False,False,False,False,False,False,True,False,False,1289,18,266.66666666666663,0,0.0,0.0,18,NumCatalogPurchases,18,2.310957506985143
1992,1964,60597.0,0,1,2014-01-01,2,0.3496316141995981,0.0,0.1489855072463768,0.12355212355212356,0.060836501901140684,0.18232044198895025,4,2,2,8,7,0,0,0,1,0,0,3,11,1,False,False,True,False,False,False,False,False,True,False,False,False,False,893,12,266.66666666666663,1,1.0,3.0,12,NumStorePurchases,12,0.8653261888881894
7851,1949,70165.0,0,0,2013-09-22,60,0.10783657066309443,0.0,0.14666666666666667,0.7683397683397684,0.7262357414448669,0.33701657458563533,1,3,7,11,1,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,False,True,False,926,21,266.66666666666663,0,0.0,0.0,21,NumStorePurchases,21,2.0860953217000318
8594,1958,50520.0,0,1,2014-01-28,25,0.07501674480910918,0.0,0.003478260869565217,0.007722007722007722,0.0038022813688212928,0.03867403314917127,2,3,1,3,6,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,False,False,False,True,False,135,7,266.66666666666663,0,0.0,0.0,7,NumWebPurchases,7,0.1286933279186747
7059,1963,80124.0,0,0,2014-06-26,47,0.3235097119892833,0.4221105527638191,0.23072463768115942,0.7915057915057915,0.3193916349809886,0.6657458563535912,1,3,7,8,1,1,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,1495,18,266.66666666666663,1,1.0,3.0,18,NumStorePurchases,18,2.752988185274633
2815,1975,33183.0,1,0,2014-02-24,46,0.004688546550569324,0.02512562814070352,0.022608695652173914,0.06563706563706564,0.057034220532319393,0.1022099447513812,2,4,0,3,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,120,7,266.66666666666663,0,0.0,0.0,7,NumWebPurchases,7,0.277304101264213
2416,1969,66582.0,0,0,2014-03-03,83,0.5284661754855995,0.12562814070351758,0.2434782608695652,0.06177606177606178,0.1444866920152091,0.0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,False,True,False,False,False,1288,19,266.66666666666663,0,0.0,0.0,19,NumStorePurchases,19,1.1038353308499531
7999,1955,75261.0,0,0,2013-04-23,17,0.8298727394507702,0.08542713567839195,0.23942028985507247,0.0888030888030888,0.12927756653992395,0.04696132596685083,1,5,6,5,2,0,1,1,0,0,0,3,11,1,False,False,False,False,True,False,False,False,False,False,True,False,False,1743,16,266.66666666666663,2,1.0,1.5,16,NumCatalogPurchases,16,1.4197621462940984
9213,1970,31880.0,1,0,2012-10-31,13,0.0026791694574681848,0.005025125628140704,0.002898550724637681,0.007722007722007722,0.0,0.008287292817679558,1,1,0,2,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,False,True,False,15,3,266.66666666666663,0,0.0,0.0,3,NumStorePurchases,3,0.02661214634993385
9697,1951,53790.0,0,2,2014-03-06,86,0.22438044206296048,0.21105527638190955,0.0736231884057971,0.10810810810810811,0.019011406844106463,0.013812154696132596,3,7,2,8,6,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,542,17,266.66666666666663,0,0.0,0.0,17,NumStorePurchases,17,0.6499905764990144
3916,1971,49269.0,1,0,2012-08-15,92,0.42799732083054254,0.04020100502512563,0.096231884057971,0.04247104247104247,0.030418250950570342,0.1602209944751381,3,7,3,12,7,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,False,False,True,False,False,890,22,266.66666666666663,0,0.0,0.0,22,NumStorePurchases,22,0.7975404978103902
2021,1975,61456.0,0,1,2013-03-27,47,0.377093101138647,0.38190954773869346,0.2226086956521739,0.32432432432432434,0.7300380228136882,0.2458563535911602,4,6,10,13,4,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,1388,29,266.66666666666663,0,0.0,0.0,29,NumStorePurchases,29,2.2818300452586873
1581,1980,37406.0,1,0,2013-10-10,18,0.0013395847287340924,0.0,0.00463768115942029,0.007722007722007722,0.0076045627376425855,0.008287292817679558,1,1,0,2,8,0,0,0,0,0,0,3,11,1,False,False,True,False,False,False,False,False,True,False,False,False,False,17,3,266.66666666666663,0,0.0,0.0,3,NumStorePurchases,3,0.02959112916548425
564,1981,56937.0,1,0,2012-08-04,81,0.4996651038178165,0.04020100502512563,0.07246376811594203,0.04247104247104247,0.030418250950570342,0.022099447513812154,7,8,6,9,6,0,1,0,0,0,0,3,11,1,False,False,False,False,True,False,False,False,False,False,True,False,False,906,23,266.66666666666663,1,1.0,3.0,23,NumStorePurchases,23,0.7073186178943092
6619,1978,38415.0,1,1,2013-01-02,91,0.014735432016075016,0.005025125628140704,0.007536231884057971,0.015444015444015444,0.0,0.011049723756906077,2,1,0,3,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,44,4,266.66666666666663,0,0.0,0.0,4,NumStorePurchases,4,0.05379052872919521
9081,1988,20518.0,1,0,2014-05-18,58,0.0026791694574681848,0.005025125628140704,0.003478260869565217,0.015444015444015444,0.0038022813688212928,0.024861878453038673,1,1,1,2,5,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,25,4,266.66666666666663,0,0.0,0.0,4,NumStorePurchases,4,0.05529073122104952
178,1956,62503.0,0,1,2013-02-18,40,0.3201607501674481,0.0,0.11188405797101449,0.4247104247104247,0.28517110266159695,0.32320441988950277,4,8,3,11,5,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,973,22,266.66666666666663,0,0.0,0.0,22,NumStorePurchases,22,1.4651307553999868
916,1972,41644.0,1,1,2014-05-09,67,0.013395847287340924,0.01507537688442211,0.002318840579710145,0.007722007722007722,0.0,0.0055248618784530384,2,1,0,3,3,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,False,True,False,False,False,31,4,266.66666666666663,0,0.0,0.0,4,NumStorePurchases,4,0.04403693435193394
5512,1977,55842.0,0,1,2014-05-23,19,0.30207635632953783,0.0,0.022608695652173914,0.0,0.015209125475285171,0.06629834254143646,1,7,1,8,5,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,518,16,266.66666666666663,0,0.0,0.0,16,NumStorePurchases,16,0.4061925199984334
8970,1972,62010.0,0,1,2012-10-23,93,0.24849296718017413,0.11055276381909548,0.022608695652173914,0.02316602316602317,0.0,0.2541436464088398,4,6,2,7,5,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,530,15,266.66666666666663,0,0.0,0.0,15,NumStorePurchases,15,0.6589640962263066
10581,1977,41124.0,1,0,2012-10-31,41,0.18821165438714,0.035175879396984924,0.04869565217391304,0.05791505791505792,0.0,0.3287292817679558,7,7,3,4,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,506,14,266.66666666666663,0,0.0,0.0,14,NumWebPurchases,14,0.6587275256410516
5300,1973,38961.0,1,0,2013-12-30,60,0.012726054922973878,0.035175879396984924,0.011014492753623189,0.0,0.0038022813688212928,0.06629834254143646,1,2,1,2,7,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,70,5,266.66666666666663,0,0.0,0.0,5,NumWebPurchases,5,0.12901705098383975
5154,1972,37760.0,1,0,2013-08-11,54,0.0174146014735432,0.01507537688442211,0.007536231884057971,0.007722007722007722,0.03802281368821293,0.0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,True,False,False,False,False,False,54,5,266.66666666666663,0,0.0,0.0,5,NumStorePurchases,5,0.08577103165224392
8346,1974,32233.0,1,0,2012-08-19,26,0.09243134628265237,0.07537688442211056,0.020289855072463767,0.09652509652509653,0.04182509505703422,0.19889502762430938,2,6,2,2,9,1,0,0,0,0,0,3,11,1,False,False,True,False,False,False,False,False,False,True,False,False,False,296,10,266.66666666666663,1,1.0,3.0,10,NumWebPurchases,10,0.5253433049836669
1676,1975,43057.0,0,1,2013-10-30,30,0.14266577361018085,0.010050251256281407,0.025507246376811593,0.0,0.0076045627376425855,0.013812154696132596,4,4,2,5,5,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,266,11,266.66666666666663,0,0.0,0.0,11,NumStorePurchases,11,0.19963998867704902
9286,1960,83151.0,0,0,2012-10-10,93,0.2726054922973878,0.1407035175879397,0.057971014492753624,0.46332046332046334,0.2813688212927757,0.049723756906077346,1,5,9,4,3,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,False,True,False,False,747,18,266.66666666666663,0,0.0,0.0,18,NumCatalogPurchases,18,1.2656930658973975
2426,1964,78825.0,0,0,2012-09-14,35,0.3235097119892833,0.37185929648241206,0.06608695652173913,0.6525096525096525,0.14068441064638784,0.049723756906077346,1,5,10,13,3,0,0,0,0,0,0,3,11,1,False,False,False,False,True,False,False,True,False,False,False,False,False,895,28,266.66666666666663,0,0.0,0.0,28,NumStorePurchases,28,1.6043737850555522
5172,1976,65104.0,0,1,2013-11-14,4,0.4943067649028801,0.0,0.1344927536231884,0.0501930501930502,0.07604562737642585,0.13812154696132595,2,3,5,7,7,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,False,True,False,False,1053,15,266.66666666666663,0,0.0,0.0,15,NumStorePurchases,15,0.8931597430568705
5562,1974,60093.0,0,1,2013-06-26,92,0.3362357669122572,0.06030150753768844,0.06318840579710144,0.06177606177606178,0.022813688212927757,0.24861878453038672,2,7,2,10,6,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,735,19,266.66666666666663,0,0.0,0.0,19,NumStorePurchases,19,0.7929342147664233
3436,1969,14045.0,1,0,2014-01-26,24,0.007367716008037508,0.0,0.002898550724637681,0.007722007722007722,0.0038022813688212928,0.0027624309392265192,1,1,0,3,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,20,4,266.66666666666663,0,0.0,0.0,4,NumStorePurchases,4,0.024552986762730725
3921,1952,28457.0,0,0,2012-10-28,96,0.016075016744809108,0.005025125628140704,0.06260869565217392,0.11196911196911197,0.11026615969581749,0.03867403314917127,1,4,1,4,8,0,0,0,0,0,0,3,11,0,True,False,False,False,False,False,False,False,False,False,False,True,False,205,9,266.66666666666663,0,0.0,0.0,9,NumWebPurchases,9,0.3446181428392245
3403,1958,78952.0,0,1,2012-09-24,11,0.7836570663094441,0.09547738693467336,0.3443478260869565,0.38223938223938225,0.2889733840304182,0.3701657458563536,2,2,5,12,6,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,False,False,True,False,False,2092,19,266.66666666666663,0,0.0,0.0,19,NumStorePurchases,19,2.264860791457228
22,1976,46310.0,1,0,2012-12-03,99,0.12391158740790355,0.010050251256281407,0.051014492753623186,0.05791505791505792,0.019011406844106463,0.03867403314917127,2,6,1,5,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,True,False,False,False,False,False,309,12,266.66666666666663,0,0.0,0.0,12,NumWebPurchases,12,0.3005768293261438
10965,1955,76005.0,0,0,2013-02-22,72,0.6584058941728064,0.10050251256281408,0.22550724637681158,0.9266409266409267,0.19011406844106463,0.11049723756906077,1,3,5,13,6,0,0,0,1,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,1722,21,266.66666666666663,1,1.0,3.0,21,NumStorePurchases,21,2.211667885763484
9426,1964,58308.0,0,1,2013-01-12,77,0.4628265237776289,0.0,0.04,0.03861003861003861,0.0,0.3591160220994475,4,2,6,3,8,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,True,False,False,False,900,11,266.66666666666663,0,0.0,0.0,11,NumCatalogPurchases,11,0.9005525844871151
6605,1944,55614.0,0,0,2013-11-27,85,0.3375753516409913,0.06532663316582915,0.07594202898550724,0.03088803088803089,0.0,0.0718232044198895,1,9,4,6,7,0,1,0,0,0,0,3,11,0,False,False,False,False,True,False,False,True,False,False,False,False,False,682,19,266.66666666666663,1,1.0,3.0,19,NumWebPurchases,19,0.5815552491002481
3136,1962,59432.0,0,1,2013-04-13,88,0.21232417950435364,0.12562814070351758,0.15362318840579708,0.09652509652509653,0.07224334600760456,0.03314917127071823,3,5,3,11,5,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,True,False,False,False,False,False,663,19,266.66666666666663,0,0.0,0.0,19,NumStorePurchases,19,0.6934931224170876
8737,1978,55563.0,0,1,2014-04-05,22,0.01942397856664434,0.005025125628140704,0.005217391304347826,0.007722007722007722,0.0,0.0055248618784530384,1,2,0,3,3,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,True,False,False,False,False,False,43,5,266.66666666666663,0,0.0,0.0,5,NumStorePurchases,5,0.042913365099593634
11088,1971,78642.0,0,1,2013-04-21,83,0.9350301406563964,0.0,0.18666666666666668,0.1776061776061776,0.13307984790874525,0.04696132596685083,1,4,9,4,6,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,False,False,True,False,False,1816,17,266.66666666666663,0,0.0,0.0,17,NumCatalogPurchases,17,1.4793441588048368
716,1949,67911.0,0,1,2014-05-22,63,0.3543201607501674,0.0,0.2063768115942029,0.24324324324324326,0.10646387832699619,0.0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,False,False,True,False,False,976,24,266.66666666666663,0,0.0,0.0,24,NumStorePurchases,24,0.9104040939146099
466,1944,65275.0,0,0,2013-04-03,9,0.25987943737441394,0.07035175879396985,0.1263768115942029,0.35135135135135137,0.053231939163498096,0.058011049723756904,1,4,3,13,2,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,746,20,266.66666666666663,0,0.0,0.0,20,NumStorePurchases,20,0.919202348001193
9135,1950,27203.0,1,1,2012-08-06,92,0.0087073007367716,0.010050251256281407,0.01217391304347826,0.015444015444015444,0.0,0.06629834254143646,2,1,1,2,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,64,4,266.66666666666663,0,0.0,0.0,4,NumStorePurchases,4,0.11267382302198317
10623,1961,48330.0,0,1,2013-11-15,2,0.018754186202277295,0.0,0.002318840579710145,0.0,0.0,0.0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,False,True,False,False,32,4,266.66666666666663,0,0.0,0.0,4,NumStorePurchases,4,0.021073026781987438
8151,1990,24279.0,0,0,2012-12-29,6,0.010716677829872739,0.18090452261306533,0.01217391304347826,0.07722007722007722,0.23574144486692014,0.2983425414364641,1,4,1,3,8,0,0,0,0,0,0,3,11,0,False,True,False,False,False,False,False,False,True,False,False,False,False,263,8,266.66666666666663,0,0.0,0.0,8,NumWebPurchases,8,0.8150991770098778
5140,1985,64355.0,1,0,2012-08-24,66,0.7012726054922974,0.0,0.08115942028985507,0.25868725868725867,0.1444866920152091,0.42265193370165743,2,4,3,12,8,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,1445,19,266.66666666666663,0,0.0,0.0,19,NumStorePurchases,19,1.6082579101862775
10160,1956,50943.0,0,1,2013-06-21,49,0.020763563295378432,0.0,0.004057971014492754,0.007722007722007722,0.0,0.016574585635359115,1,1,0,3,5,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,False,True,False,False,46,4,266.66666666666663,0,0.0,0.0,4,NumStorePurchases,4,0.049118127667238026
4945,1953,53653.0,0,0,2012-11-07,29,0.5458807769591426,0.05025125628140704,0.13855072463768114,0.10810810810810811,0.03802281368821293,0.2983425414364641,2,10,4,12,6,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,False,True,False,1210,26,266.66666666666663,0,0.0,0.0,26,NumStorePurchases,26,1.179156221111016
10584,1976,65665.0,0,1,2013-12-02,77,0.1507032819825854,0.8140703517587939,0.22434782608695653,0.4092664092664093,0.13688212927756654,0.08011049723756905,1,5,10,8,3,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,945,23,266.66666666666663,0,0.0,0.0,23,NumCatalogPurchases,23,1.815380495609881
6071,1989,81217.0,0,0,2013-07-19,77,0.3302076356329538,0.35175879396984927,0.18782608695652173,0.5637065637065637,0.1520912547528517,0.23204419889502761,1,3,7,11,1,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,1157,21,266.66666666666663,0,0.0,0.0,21,NumStorePurchases,21,1.8176345339137678
3386,1992,34935.0,0,0,2013-06-21,71,0.02277294038847957,0.020100502512562814,0.03826086956521739,0.011583011583011584,0.03802281368821293,0.055248618784530384,1,2,1,4,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,137,7,266.66666666666663,0,0.0,0.0,7,NumStorePurchases,7,0.18598875652201466
8939,1959,61250.0,0,1,2012-12-16,49,0.25586068318821165,0.6934673366834171,0.03768115942028986,0.23166023166023167,0.09885931558935361,0.16298342541436464,6,5,2,12,5,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,True,False,False,False,False,False,730,19,266.66666666666663,0,0.0,0.0,19,NumStorePurchases,19,1.4805121519558686
9925,1981,39665.0,1,0,2013-05-25,97,0.08506363027461486,0.005025125628140704,0.03246376811594203,0.0,0.0038022813688212928,0.0856353591160221,3,4,2,3,7,1,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,False,False,True,False,False,216,9,266.66666666666663,1,1.0,3.0,9,NumWebPurchases,9,0.211990164503541
4320,1979,60152.0,0,1,2013-03-28,6,0.21768251841929,0.4170854271356784,0.17391304347826086,0.33204633204633205,0.22053231939163498,0.25138121546961323,1,6,4,12,3,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,943,22,266.66666666666663,0,0.0,0.0,22,NumStorePurchases,22,1.6126408559408092
5389,1964,48920.0,0,2,2013-10-20,93,0.15941058271935699,0.08542713567839195,0.03942028985507246,0.03088803088803089,0.03802281368821293,0.016574585635359115,3,6,2,5,7,0,1,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,347,13,266.66666666666663,1,1.0,3.0,13,NumWebPurchases,13,0.3697434384644243
6036,1959,89120.0,0,0,2014-03-17,78,0.7823174815807099,0.4623115577889447,0.23652173913043478,0.277992277992278,0.49049429657794674,0.15193370165745856,1,5,6,7,1,0,0,1,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,False,True,False,False,1924,18,266.66666666666663,1,1.0,3.0,18,NumStorePurchases,18,2.4015710547277727
182,1946,44124.0,0,1,2013-05-11,62,0.1902210314802411,0.0,0.03188405797101449,0.0,0.022813688212927757,0.143646408839779,4,6,2,5,8,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,False,False,True,False,False,397,13,266.66666666666663,0,0.0,0.0,13,NumWebPurchases,13,0.3885651865039623
203,1975,81169.0,0,0,2013-04-14,47,0.8626925653047555,0.10050251256281408,0.3553623188405797,0.3088803088803089,0.23193916349809887,0.07458563535911603,1,5,7,9,2,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,True,False,False,False,2089,21,266.66666666666663,0,0.0,0.0,21,NumStorePurchases,21,1.9339625044456732
11025,1961,36443.0,1,1,2013-02-03,9,0.043536503683858,0.0,0.026666666666666665,0.015444015444015444,0.011406844106463879,0.055248618784530384,4,3,1,3,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,138,7,266.66666666666663,0,0.0,0.0,7,NumWebPurchases,7,0.1523026486855344
10203,1990,26095.0,1,0,2013-06-30,77,0.007367716008037508,0.035175879396984924,0.005217391304347826,0.011583011583011584,0.0038022813688212928,0.03038674033149171,1,1,0,3,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,42,4,266.66666666666663,0,0.0,0.0,4,NumStorePurchases,4,0.09353301999269487
4607,1959,71367.0,0,0,2013-08-23,24,0.15204286671131947,0.11557788944723618,0.22550724637681158,0.16216216216216217,0.07984790874524715,0.20718232044198895,1,4,5,7,2,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,777,16,266.66666666666663,0,0.0,0.0,16,NumStorePurchases,16,0.9423203938847654
3711,1944,80184.0,0,0,2014-03-01,19,0.6932350971198928,0.6733668341708543,0.3884057971014493,0.09652509652509653,0.1444866920152091,0.0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,1902,19,266.66666666666663,2,1.0,1.5,19,NumStorePurchases,19,1.996019516932502
3696,1965,30630.0,1,1,2014-01-27,67,0.01808439383791025,0.005025125628140704,0.006956521739130434,0.007722007722007722,0.0,0.027624309392265192,2,2,0,3,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,True,False,False,False,False,False,52,5,266.66666666666663,0,0.0,0.0,5,NumStorePurchases,5,0.0654123583194543
