ID,Year_Birth,Income,Kidhome,Teenhome,Dt_Customer,Recency,Total_Conversions,Conversion_Rate,CPA,ROI,Total_Leads,Max_Leads_Source,Z_CostContact,Z_Revenue,NumWebPurchases,NumCatalogPurchases,NumStorePurchases
4943,1953,70503.0,0,0,2012-09-30,73,2,1.0,1.5,266.66666666666663,15,NumStorePurchases,3,11,2,4,9
35,1987,25545.0,1,0,2012-09-08,35,0,0.0,0.0,266.66666666666663,7,NumStorePurchases,3,11,2,2,3
2258,1986,32880.0,1,0,2012-12-04,76,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
4322,1958,77863.0,0,0,2013-11-27,20,0,0.0,0.0,266.66666666666663,19,NumStorePurchases,3,11,4,5,10
713,1977,50353.0,0,0,2014-06-08,72,0,0.0,0.0,266.66666666666663,14,NumStorePurchases,3,11,4,4,6
4702,1964,61839.0,0,0,2012-08-12,20,0,0.0,0.0,266.66666666666663,16,NumCatalogPurchases,3,11,4,8,4
3281,1960,49154.0,1,1,2013-11-03,69,0,0.0,0.0,266.66666666666663,13,NumStorePurchases,3,11,4,1,8
702,1975,47682.0,0,1,2013-02-15,80,0,0.0,0.0,266.66666666666663,15,NumStorePurchases,3,11,4,3,8
2004,1969,72679.0,0,1,2013-09-18,65,0,0.0,0.0,266.66666666666663,16,NumCatalogPurchases,3,11,4,7,5
4769,1977,57954.0,1,1,2014-06-18,52,1,1.0,3.0,266.66666666666663,16,NumWebPurchases,3,11,8,2,6
4437,1962,65316.0,1,1,2013-04-24,65,0,0.0,0.0,266.66666666666663,10,NumStorePurchases,3,11,3,2,5
8724,1982,28567.0,1,0,2013-06-17,57,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,2,0,3
10741,1951,47352.0,0,1,2013-04-11,70,0,0.0,0.0,266.66666666666663,12,NumWebPurchases,3,11,6,1,5
1991,1967,44931.0,0,1,2014-01-18,0,0,0.0,0.0,266.66666666666663,6,NumStorePurchases,3,11,2,1,3
6931,1967,76982.0,0,0,2014-02-15,19,1,1.0,3.0,266.66666666666663,15,NumWebPurchases,3,11,8,3,4
11096,1952,57247.0,0,1,2013-08-08,50,0,0.0,0.0,266.66666666666663,10,NumStorePurchases,3,11,2,1,7
304,1981,22944.0,1,0,2013-12-23,67,0,0.0,0.0,266.66666666666663,6,NumWebPurchases,3,11,3,0,3
3665,1977,25315.0,1,0,2013-11-07,46,0,0.0,0.0,266.66666666666663,6,NumWebPurchases,3,11,3,0,3
10591,1969,43638.0,0,1,2012-08-06,37,0,0.0,0.0,266.66666666666663,9,NumWebPurchases,3,11,4,1,4
5036,1984,42710.0,1,0,2012-11-28,38,0,0.0,0.0,266.66666666666663,12,NumCatalogPurchases,3,11,4,5,3
5547,1982,84169.0,0,0,2013-08-07,9,2,1.0,1.5,266.66666666666663,19,NumWebPurchases,3,11,7,6,6
7822,1976,54058.0,0,1,2013-06-04,56,0,0.0,0.0,266.66666666666663,18,NumStorePurchases,3,11,4,6,8
8541,1990,24683.0,1,0,2014-03-08,98,0,0.0,0.0,266.66666666666663,6,NumStorePurchases,3,11,2,0,4
10955,1964,85620.0,0,0,2014-01-07,68,0,0.0,0.0,266.66666666666663,13,NumCatalogPurchases,3,11,3,6,4
4368,1980,47850.0,1,0,2013-12-03,72,0,0.0,0.0,266.66666666666663,7,NumStorePurchases,3,11,3,0,4
9671,1968,19514.0,1,1,2014-01-26,47,1,1.0,3.0,266.66666666666663,6,NumWebPurchases,3,11,3,1,2
2256,1973,27159.0,1,1,2014-03-29,33,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
4279,1963,39548.0,1,1,2014-03-31,87,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,1,1,3
5371,1989,21474.0,1,0,2014-04-08,0,1,1.0,3.0,266.66666666666663,6,NumWebPurchases,3,11,3,1,2
9240,1971,60504.0,0,1,2014-02-07,73,0,0.0,0.0,266.66666666666663,16,NumStorePurchases,3,11,6,2,8
9460,1963,22419.0,0,0,2013-04-18,74,0,0.0,0.0,266.66666666666663,7,NumWebPurchases,3,11,3,2,2
9504,1949,81698.0,0,0,2013-11-06,4,0,0.0,0.0,266.66666666666663,24,NumStorePurchases,3,11,3,8,13
8692,1952,43462.0,1,1,2012-09-12,50,0,0.0,0.0,266.66666666666663,10,NumStorePurchases,3,11,4,1,5
448,1978,54880.0,1,0,2013-03-01,57,0,0.0,0.0,266.66666666666663,19,NumStorePurchases,3,11,6,2,11
8314,1982,79908.0,0,0,2013-04-05,30,1,1.0,3.0,266.66666666666663,18,NumStorePurchases,3,11,5,6,7
8420,1970,15315.0,0,0,2013-08-03,27,0,0.0,0.0,266.66666666666663,6,NumStorePurchases,3,11,2,0,4
3174,1959,87771.0,0,1,2013-05-22,61,4,1.0,0.75,266.66666666666663,19,NumCatalogPurchases,3,11,5,10,4
7685,1978,33039.0,1,0,2013-09-09,4,0,0.0,0.0,266.66666666666663,6,NumStorePurchases,3,11,2,0,4
3179,1980,81741.0,0,0,2013-06-16,75,0,0.0,0.0,266.66666666666663,19,NumStorePurchases,3,11,6,6,7
9780,1971,71499.0,0,1,2013-06-25,12,0,0.0,0.0,266.66666666666663,24,NumStorePurchases,3,11,8,3,13
10681,1970,62466.0,0,1,2014-01-15,13,0,0.0,0.0,266.66666666666663,21,NumStorePurchases,3,11,6,3,12
10232,1963,48799.0,0,1,2013-11-05,9,0,0.0,0.0,266.66666666666663,12,NumStorePurchases,3,11,3,2,7
4184,1950,52157.0,0,1,2014-06-07,48,0,0.0,0.0,266.66666666666663,10,NumStorePurchases,3,11,3,2,5
9120,1962,66565.0,0,1,2012-12-05,80,0,0.0,0.0,266.66666666666663,15,NumStorePurchases,3,11,4,2,9
891,1951,29298.0,1,1,2013-09-07,60,0,0.0,0.0,266.66666666666663,3,NumStorePurchases,3,11,1,0,2
10381,1979,47691.0,0,1,2013-07-05,43,0,0.0,0.0,266.66666666666663,3,NumStorePurchases,3,11,1,0,2
3525,1970,38200.0,1,1,2012-12-07,19,0,0.0,0.0,266.66666666666663,3,NumStorePurchases,3,11,1,0,2
6818,1974,44989.0,0,1,2012-09-12,26,0,0.0,0.0,266.66666666666663,11,NumWebPurchases,3,11,5,1,5
3526,1968,38443.0,1,1,2014-01-27,58,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
8181,1978,38593.0,1,0,2013-09-13,42,0,0.0,0.0,266.66666666666663,8,NumWebPurchases,3,11,4,1,3
1029,1970,64413.0,0,1,2013-08-01,27,0,0.0,0.0,266.66666666666663,11,NumWebPurchases,3,11,5,1,5
7369,1981,36959.0,1,0,2013-10-02,56,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,2,0,3
2574,1977,61996.0,0,1,2013-01-31,27,3,1.0,1.0,266.66666666666663,18,NumStorePurchases,3,11,6,4,8
8159,1968,51287.0,1,1,2014-04-01,10,0,0.0,0.0,266.66666666666663,8,NumWebPurchases,3,11,4,1,3
1160,1970,13260.0,1,1,2013-08-23,48,0,0.0,0.0,266.66666666666663,6,NumWebPurchases,3,11,3,0,3
10242,1966,47472.0,1,1,2013-09-16,39,0,0.0,0.0,266.66666666666663,6,NumStorePurchases,3,11,2,0,4
5253,1956,54603.0,1,1,2013-07-09,85,0,0.0,0.0,266.66666666666663,10,NumWebPurchases,3,11,4,2,4
5966,1974,45207.0,1,1,2012-11-10,64,1,1.0,3.0,266.66666666666663,10,NumStorePurchases,3,11,3,1,6
5314,1951,40689.0,0,1,2013-03-18,69,0,0.0,0.0,266.66666666666663,13,NumWebPurchases,3,11,7,1,5
5081,1967,47821.0,1,1,2013-10-20,54,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
5123,1951,27450.0,0,0,2013-04-15,57,0,0.0,0.0,266.66666666666663,6,NumStorePurchases,3,11,2,1,3
5756,1983,39453.0,1,0,2014-04-03,64,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,2,0,3
8036,1971,26850.0,1,1,2014-04-18,10,0,0.0,0.0,266.66666666666663,7,NumStorePurchases,3,11,2,1,4
9058,1955,79800.0,0,0,2012-09-23,65,3,1.0,1.0,266.66666666666663,21,NumCatalogPurchases,3,11,5,11,5
5057,1961,61794.0,0,1,2013-09-14,74,0,0.0,0.0,266.66666666666663,18,NumStorePurchases,3,11,4,4,10
254,1955,53863.0,0,1,2014-05-17,4,1,1.0,3.0,266.66666666666663,15,NumWebPurchases,3,11,7,1,7
4179,1959,24221.0,0,0,2013-08-20,94,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,1,1,3
3710,1984,39684.0,1,0,2012-10-12,41,0,0.0,0.0,266.66666666666663,5,NumWebPurchases,3,11,2,1,2
7627,1975,92163.0,0,0,2012-12-12,25,2,1.0,1.5,266.66666666666663,21,NumCatalogPurchases,3,11,5,11,5
4501,1965,69882.0,0,0,2013-11-10,94,0,0.0,0.0,266.66666666666663,19,NumStorePurchases,3,11,3,7,9
6424,1977,33178.0,1,0,2014-01-30,9,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
3075,1972,59973.0,0,0,2013-09-11,47,0,0.0,0.0,266.66666666666663,14,NumStorePurchases,3,11,3,4,7
4992,1975,17459.0,1,0,2013-09-19,12,0,0.0,0.0,266.66666666666663,6,NumWebPurchases,3,11,3,1,2
5252,1969,23910.0,1,0,2012-10-26,80,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,2,0,3
7444,1969,42169.0,1,1,2013-10-19,20,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
6919,1978,26224.0,1,0,2013-06-04,39,0,0.0,0.0,266.66666666666663,6,NumStorePurchases,3,11,2,1,3
3537,1981,31089.0,1,0,2012-08-17,57,0,0.0,0.0,266.66666666666663,7,NumStorePurchases,3,11,3,0,4
10277,1961,30081.0,0,1,2013-02-21,27,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
2453,1960,62807.0,0,1,2012-08-31,83,0,0.0,0.0,266.66666666666663,20,NumStorePurchases,3,11,5,3,12
7972,1955,72906.0,0,0,2013-09-17,79,0,0.0,0.0,266.66666666666663,16,NumStorePurchases,3,11,3,4,9
895,1948,61467.0,0,2,2012-12-09,69,0,0.0,0.0,266.66666666666663,17,NumStorePurchases,3,11,5,2,10
1177,1966,49618.0,1,1,2013-01-26,77,0,0.0,0.0,266.66666666666663,7,NumWebPurchases,3,11,3,1,3
7141,1986,21888.0,1,0,2012-12-29,15,0,0.0,0.0,266.66666666666663,8,NumWebPurchases,3,11,5,1,2
7232,1973,42429.0,0,1,2014-02-11,99,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,1,1,3
8477,1956,26150.0,2,1,2013-03-11,61,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
2457,1975,30801.0,0,1,2012-10-26,23,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
988,1965,81168.0,0,0,2014-05-07,84,1,1.0,3.0,266.66666666666663,17,NumStorePurchases,3,11,6,4,7
7930,1969,26877.0,0,0,2013-08-19,74,0,0.0,0.0,266.66666666666663,10,NumStorePurchases,3,11,3,1,6
4587,1944,45006.0,0,0,2013-07-18,90,0,0.0,0.0,266.66666666666663,11,NumStorePurchases,3,11,3,1,7
6682,1973,18978.0,1,0,2012-12-11,41,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
6222,1967,22574.0,2,1,2013-10-28,28,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,2,0,3
10299,1969,48240.0,0,0,2012-11-09,73,0,0.0,0.0,266.66666666666663,22,NumStorePurchases,3,11,6,3,13
3083,1974,45837.0,1,1,2013-07-26,88,0,0.0,0.0,266.66666666666663,13,NumWebPurchases,3,11,6,2,5
8953,1965,35791.0,2,1,2013-05-06,94,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
1503,1976,162397.0,1,1,2013-06-03,31,0,0.0,0.0,266.66666666666663,1,NumStorePurchases,3,11,0,0,1
8650,1978,54162.0,1,1,2013-03-18,31,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
10862,1960,30522.0,0,1,2012-08-17,6,0,0.0,0.0,266.66666666666663,12,NumStorePurchases,3,11,1,2,9
2782,1961,54456.0,0,1,2013-07-11,23,0,0.0,0.0,266.66666666666663,14,NumStorePurchases,3,11,6,1,7
6941,1971,31632.0,0,0,2013-07-14,92,0,0.0,0.0,266.66666666666663,5,NumWebPurchases,3,11,2,1,2
10972,1949,72298.0,0,0,2014-03-10,52,2,1.0,1.5,266.66666666666663,13,NumStorePurchases,3,11,4,3,6
10708,1978,36975.0,1,0,2013-12-28,50,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
6583,1955,72635.0,0,0,2013-06-03,54,1,1.0,3.0,266.66666666666663,20,NumCatalogPurchases,3,11,6,8,6
3641,1976,13624.0,1,0,2013-01-20,93,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,2,0,3
10156,1975,84196.0,0,1,2013-06-03,56,0,0.0,0.0,266.66666666666663,19,NumWebPurchases,3,11,8,4,7
4299,1960,70971.0,0,1,2012-09-21,28,0,0.0,0.0,266.66666666666663,27,NumWebPurchases,3,11,11,11,5
3469,1977,34487.0,1,1,2012-09-06,94,0,0.0,0.0,266.66666666666663,6,NumWebPurchases,3,11,3,0,3
5063,1977,28769.0,1,0,2012-12-18,76,0,0.0,0.0,266.66666666666663,9,NumWebPurchases,3,11,4,1,4
10727,1970,69084.0,1,0,2013-11-19,43,0,0.0,0.0,266.66666666666663,23,NumStorePurchases,3,11,7,3,13
9624,1958,65488.0,0,0,2014-06-13,46,0,0.0,0.0,266.66666666666663,13,NumStorePurchases,3,11,3,4,6
5156,1970,62466.0,0,1,2014-01-15,13,0,0.0,0.0,266.66666666666663,21,NumStorePurchases,3,11,6,3,12
4376,1960,32218.0,0,0,2014-02-15,27,1,1.0,3.0,266.66666666666663,6,NumStorePurchases,3,11,2,1,3
8923,1973,83917.0,0,0,2013-04-18,12,0,0.0,0.0,266.66666666666663,20,NumCatalogPurchases,3,11,6,7,7
8461,1962,46102.0,2,1,2014-03-10,3,0,0.0,0.0,266.66666666666663,3,NumStorePurchases,3,11,1,0,2
6945,1952,84574.0,0,0,2013-06-04,72,0,0.0,0.0,266.66666666666663,31,NumCatalogPurchases,3,11,9,11,11
944,1962,56181.0,0,1,2013-01-08,6,0,0.0,0.0,266.66666666666663,13,NumStorePurchases,3,11,4,2,7
1907,1950,63120.0,0,1,2012-09-28,53,0,0.0,0.0,266.66666666666663,21,NumStorePurchases,3,11,8,4,9
701,1971,73691.0,0,1,2013-11-06,58,1,1.0,3.0,266.66666666666663,16,NumStorePurchases,3,11,6,2,8
3856,1960,63381.0,0,1,2012-10-05,78,0,0.0,0.0,266.66666666666663,22,NumStorePurchases,3,11,4,5,13
4149,1948,76140.0,0,0,2014-05-13,57,0,0.0,0.0,266.66666666666663,20,NumCatalogPurchases,3,11,5,9,6
2131,1959,62859.0,0,1,2012-12-30,37,0,0.0,0.0,266.66666666666663,19,NumWebPurchases,3,11,9,4,6
2942,1964,45906.0,0,1,2013-05-07,20,1,1.0,3.0,266.66666666666663,13,NumWebPurchases,3,11,5,4,4
1173,1947,77632.0,0,0,2013-03-10,73,2,1.0,1.5,266.66666666666663,12,NumStorePurchases,3,11,4,2,6
4381,1971,46463.0,1,1,2013-08-18,56,0,0.0,0.0,266.66666666666663,10,NumStorePurchases,3,11,3,1,6
4611,1970,105471.0,0,0,2013-01-21,36,2,1.0,1.5,266.66666666666663,30,NumStorePurchases,3,11,9,8,13
3376,1970,55282.0,1,0,2013-12-13,9,0,0.0,0.0,266.66666666666663,10,NumStorePurchases,3,11,3,1,6
4679,1977,78710.0,0,1,2014-05-23,42,0,0.0,0.0,266.66666666666663,25,NumStorePurchases,3,11,7,6,12
10928,1958,66886.0,0,1,2013-09-16,28,0,0.0,0.0,266.66666666666663,15,NumWebPurchases,3,11,7,1,7
4248,1960,98777.0,0,0,2014-02-17,23,1,1.0,3.0,266.66666666666663,19,NumStorePurchases,3,11,4,6,9
6728,1985,29103.0,1,0,2012-08-27,38,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
6661,1974,67445.0,0,1,2012-08-12,63,0,0.0,0.0,266.66666666666663,27,NumStorePurchases,3,11,9,6,12
4725,1950,50616.0,0,1,2014-04-13,71,0,0.0,0.0,266.66666666666663,6,NumStorePurchases,3,11,1,1,4
3277,1955,49431.0,0,1,2012-08-03,9,0,0.0,0.0,266.66666666666663,13,NumWebPurchases,3,11,7,1,5
5555,1975,153924.0,0,0,2014-02-07,81,0,0.0,0.0,266.66666666666663,0,NumWebPurchases,3,11,0,0,0
2564,1953,61278.0,0,1,2014-01-04,87,0,0.0,0.0,266.66666666666663,8,NumStorePurchases,3,11,3,1,4
946,1958,26490.0,0,0,2012-09-22,92,0,0.0,0.0,266.66666666666663,9,NumStorePurchases,3,11,3,1,5
3867,1947,73059.0,0,1,2013-08-31,36,0,0.0,0.0,266.66666666666663,25,NumStorePurchases,3,11,9,3,13
6940,1966,46734.0,1,2,2013-10-21,86,1,1.0,3.0,266.66666666666663,8,NumWebPurchases,3,11,3,2,3
55,1963,56253.0,0,1,2012-12-07,83,0,0.0,0.0,266.66666666666663,18,NumStorePurchases,3,11,7,2,9
7093,1985,19986.0,1,0,2013-11-14,74,0,0.0,0.0,266.66666666666663,3,NumStorePurchases,3,11,0,0,3
5084,1975,58330.0,0,1,2013-12-25,87,0,0.0,0.0,266.66666666666663,23,NumStorePurchases,3,11,6,4,13
1777,1980,25965.0,0,0,2012-09-07,29,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,2,0,3
8162,1956,14661.0,0,0,2013-01-01,88,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
10826,1959,18690.0,0,0,2012-12-28,77,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,1,2
8754,1974,45068.0,0,1,2013-05-16,25,0,0.0,0.0,266.66666666666663,3,NumStorePurchases,3,11,1,0,2
1987,1987,21063.0,1,0,2013-09-25,34,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,2,0,3
11007,1968,29187.0,1,0,2013-05-09,43,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
7426,1971,54690.0,1,1,2013-11-07,76,0,0.0,0.0,266.66666666666663,9,NumStorePurchases,3,11,3,1,5
9153,1964,59304.0,0,1,2013-07-29,81,0,0.0,0.0,266.66666666666663,25,NumStorePurchases,3,11,7,8,10
10379,1962,59247.0,0,2,2013-11-08,87,0,0.0,0.0,266.66666666666663,16,NumStorePurchases,3,11,5,2,9
9204,1970,66731.0,0,1,2012-09-12,33,0,0.0,0.0,266.66666666666663,13,NumStorePurchases,3,11,4,3,6
3197,1980,77353.0,0,1,2013-12-16,38,0,0.0,0.0,266.66666666666663,18,NumStorePurchases,3,11,6,4,8
2920,1975,52614.0,0,1,2012-12-01,63,0,0.0,0.0,266.66666666666663,14,NumStorePurchases,3,11,2,4,8
6961,1974,26751.0,2,0,2014-05-22,26,0,0.0,0.0,266.66666666666663,3,NumStorePurchases,3,11,1,0,2
4673,1963,81300.0,0,1,2012-10-30,17,1,1.0,3.0,266.66666666666663,18,NumWebPurchases,3,11,10,3,5
9937,1979,70337.0,0,0,2014-01-02,75,0,0.0,0.0,266.66666666666663,16,NumStorePurchases,3,11,2,2,12
8779,1985,36145.0,1,0,2013-06-16,13,1,1.0,3.0,266.66666666666663,8,NumWebPurchases,3,11,4,1,3
9596,1980,65295.0,0,0,2013-12-23,19,0,0.0,0.0,266.66666666666663,19,NumStorePurchases,3,11,3,3,13
2891,1963,68118.0,0,1,2013-10-18,51,0,0.0,0.0,266.66666666666663,21,NumCatalogPurchases,3,11,8,9,4
4910,1967,68743.0,0,0,2012-08-30,81,0,0.0,0.0,266.66666666666663,29,NumStorePurchases,3,11,11,5,13
75,1982,41039.0,0,0,2013-07-25,32,0,0.0,0.0,266.66666666666663,14,NumWebPurchases,3,11,8,1,5
10120,1955,38946.0,0,1,2013-10-24,84,0,0.0,0.0,266.66666666666663,10,NumStorePurchases,3,11,3,1,6
6327,1967,65777.0,0,0,2013-12-19,87,0,0.0,0.0,266.66666666666663,16,NumCatalogPurchases,3,11,2,8,6
10142,1976,66476.0,0,1,2013-03-07,99,0,0.0,0.0,266.66666666666663,18,NumStorePurchases,3,11,5,2,11
9826,1972,86857.0,0,0,2012-09-12,96,0,0.0,0.0,266.66666666666663,21,NumStorePurchases,3,11,5,6,10
1501,1982,160803.0,0,0,2012-08-04,21,0,0.0,0.0,266.66666666666663,29,NumCatalogPurchases,3,11,0,28,1
10767,1989,77845.0,0,0,2014-05-16,40,2,1.0,1.5,266.66666666666663,20,NumStorePurchases,3,11,3,5,12
7279,1969,69476.0,0,0,2013-09-30,3,0,0.0,0.0,266.66666666666663,14,NumCatalogPurchases,3,11,4,6,4
7230,1960,50611.0,0,1,2012-10-04,98,1,1.0,3.0,266.66666666666663,16,NumStorePurchases,3,11,4,5,7
143,1970,61209.0,0,0,2013-08-25,73,0,0.0,0.0,266.66666666666663,12,NumWebPurchases,3,11,5,3,4
450,1958,42315.0,0,1,2013-07-12,90,0,0.0,0.0,266.66666666666663,9,NumCatalogPurchases,3,11,1,4,4
9316,1952,13084.0,0,0,2013-11-02,29,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
6379,1949,47570.0,1,1,2013-05-29,3,0,0.0,0.0,266.66666666666663,6,NumWebPurchases,3,11,2,2,2
9239,1961,61923.0,0,2,2013-07-26,94,0,0.0,0.0,266.66666666666663,7,NumStorePurchases,3,11,2,1,4
8315,1995,34824.0,0,0,2014-03-26,65,0,0.0,0.0,266.66666666666663,3,NumStorePurchases,3,11,1,0,2
2868,1949,26518.0,1,1,2013-04-08,33,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,2,0,3
10888,1961,45938.0,0,0,2013-11-03,46,0,0.0,0.0,266.66666666666663,18,NumWebPurchases,3,11,8,4,6
1277,1960,78468.0,0,0,2014-04-09,29,1,1.0,3.0,266.66666666666663,27,NumWebPurchases,3,11,10,7,10
9977,1973,78901.0,0,1,2013-09-17,99,0,0.0,0.0,266.66666666666663,17,NumWebPurchases,3,11,9,3,5
10196,1978,71427.0,2,0,2014-03-12,26,0,0.0,0.0,266.66666666666663,18,NumWebPurchases,3,11,8,2,8
6384,1978,71022.0,0,1,2014-02-11,30,1,1.0,3.0,266.66666666666663,18,NumStorePurchases,3,11,5,2,11
8029,1988,90247.0,0,0,2014-04-29,27,3,1.0,1.0,266.66666666666663,14,NumStorePurchases,3,11,3,4,7
968,1968,41335.0,1,0,2013-12-26,24,0,0.0,0.0,266.66666666666663,9,NumWebPurchases,3,11,4,1,4
6988,1986,71952.0,1,0,2013-01-10,93,2,1.0,1.5,266.66666666666663,20,NumWebPurchases,3,11,8,4,8
4472,1970,35682.0,1,0,2014-06-27,34,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,1,1,3
6991,1951,43185.0,0,1,2013-04-10,88,0,0.0,0.0,266.66666666666663,18,NumWebPurchases,3,11,9,3,6
3336,1948,66375.0,0,1,2013-11-21,96,1,1.0,3.0,266.66666666666663,11,NumStorePurchases,3,11,2,4,5
4301,1971,35178.0,1,0,2013-01-10,10,1,1.0,3.0,266.66666666666663,4,NumStorePurchases,3,11,1,1,2
1940,1986,25252.0,1,0,2013-07-12,26,0,0.0,0.0,266.66666666666663,3,NumStorePurchases,3,11,1,0,2
1272,1965,55250.0,0,1,2012-10-21,49,0,0.0,0.0,266.66666666666663,22,NumStorePurchases,3,11,7,5,10
1388,1975,33249.0,1,0,2013-02-20,11,0,0.0,0.0,266.66666666666663,6,NumStorePurchases,3,11,2,1,3
1044,1953,58398.0,0,0,2013-05-14,44,0,0.0,0.0,266.66666666666663,17,NumStorePurchases,3,11,5,4,8
6969,1982,50272.0,1,0,2013-08-07,75,0,0.0,0.0,266.66666666666663,10,NumStorePurchases,3,11,4,1,5
10479,1975,76618.0,0,0,2012-12-07,64,0,0.0,0.0,266.66666666666663,10,NumStorePurchases,3,11,3,2,5
3619,1960,87305.0,0,0,2012-09-23,19,1,1.0,3.0,266.66666666666663,16,NumStorePurchases,3,11,5,3,8
1715,1978,25851.0,1,0,2013-02-11,45,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,2,0,3
10159,1970,58710.0,0,1,2013-03-31,77,0,0.0,0.0,266.66666666666663,25,NumWebPurchases,3,11,11,5,9
1463,1958,45160.0,1,1,2014-03-29,9,0,0.0,0.0,266.66666666666663,3,NumStorePurchases,3,11,1,0,2
5114,1965,74806.0,0,1,2012-12-19,1,0,0.0,0.0,266.66666666666663,14,NumWebPurchases,3,11,5,4,5
4990,1954,59111.0,0,0,2013-05-02,90,0,0.0,0.0,266.66666666666663,20,NumWebPurchases,3,11,11,1,8
4329,1984,18988.0,1,0,2014-05-23,43,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
10936,1965,72190.0,0,0,2013-02-13,79,0,0.0,0.0,266.66666666666663,15,NumCatalogPurchases,3,11,5,6,4
4692,1976,7500.0,1,0,2012-08-01,19,1,1.0,3.0,266.66666666666663,7,NumWebPurchases,3,11,4,1,2
7212,1966,44794.0,0,1,2014-06-08,99,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,2,0,3
6086,1955,80395.0,0,0,2013-11-23,62,1,1.0,3.0,266.66666666666663,23,NumStorePurchases,3,11,6,5,12
437,1976,75012.0,0,0,2014-01-25,41,0,0.0,0.0,266.66666666666663,22,NumStorePurchases,3,11,3,8,11
11171,1965,56962.0,2,1,2013-10-11,60,0,0.0,0.0,266.66666666666663,14,NumWebPurchases,3,11,6,3,5
11101,1991,89891.0,0,0,2013-04-15,17,1,1.0,3.0,266.66666666666663,25,NumWebPurchases,3,11,11,6,8
5329,1949,35946.0,1,1,2013-09-27,24,0,0.0,0.0,266.66666666666663,3,NumStorePurchases,3,11,0,0,3
610,1953,53593.0,1,1,2012-08-07,60,0,0.0,0.0,266.66666666666663,15,NumWebPurchases,3,11,7,2,6
9384,1978,66373.0,1,1,2013-06-12,57,0,0.0,0.0,266.66666666666663,16,NumStorePurchases,3,11,4,2,10
5956,1948,45072.0,1,2,2013-10-16,74,0,0.0,0.0,266.66666666666663,11,NumWebPurchases,3,11,6,1,4
10430,1973,89694.0,1,1,2013-10-09,22,3,1.0,1.0,266.66666666666663,11,NumWebPurchases,3,11,4,3,4
7875,1949,72025.0,0,0,2014-04-29,46,3,1.0,1.0,266.66666666666663,25,NumStorePurchases,3,11,4,8,13
7072,1973,67432.0,0,1,2013-03-29,69,0,0.0,0.0,266.66666666666663,17,NumWebPurchases,3,11,8,5,4
6255,1952,70545.0,0,1,2014-06-03,29,0,0.0,0.0,266.66666666666663,12,NumStorePurchases,3,11,4,1,7
6516,1989,17487.0,1,0,2013-03-18,37,0,0.0,0.0,266.66666666666663,3,NumStorePurchases,3,11,1,0,2
5564,1969,62882.0,0,1,2012-08-09,26,0,0.0,0.0,266.66666666666663,18,NumWebPurchases,3,11,7,5,6
5682,1953,64108.0,0,1,2013-03-23,8,0,0.0,0.0,266.66666666666663,26,NumStorePurchases,3,11,6,9,11
7458,1956,34941.0,1,1,2013-03-06,26,0,0.0,0.0,266.66666666666663,6,NumWebPurchases,3,11,3,0,3
5237,1950,48767.0,1,2,2014-01-01,79,0,0.0,0.0,266.66666666666663,6,NumStorePurchases,3,11,2,1,3
